Text,Sentiment
"user: user Fail to see how you made money. AAP Buy low sell high FYI or sell high, buy back lower.. same everywhere ;)",positive
VSAT interesting here. Above .20 could signal attempt at recent highs near  50.,positive
"user: ast year, cash announce was March19, third Monday. Expected March18 this year? AAP bottom was called today 2009",positive
DDD also following through nicely from yesterday to the downside,negative
BAC Stressesult Tomorrow 4.40pm ET & After we will have the Dividend as a follow through catalyst !!!,positive
OSI peeling some off here 9.1,positive
APA Insiders staring to buy and at a macro bottom IMO...patience.   ,positive
Joining the party. user: NKE is my only position not ripping today.  But it looks ready.  ,positive
PAY Awesome action (with volume) and breaking through the 20.95 mark. (key pivot point),positive
ENOC trying to get over 17,positive
HS watch for a possible bounce around 45.65. pic.twitter.com/adwJrD75NE,positive
BAC next week's 12 calls getting a lot of Play!,positive
AAP breaking down. Still holding puts.,negative
ME opened a position at 4.64 -  ,positive
ISG Decent amount of Vol. behind this bounce. One day does not make a trend. Holding Short,negative
"SAVE continues run, all-time high within sight. Our budget airline analysis from fall:  ",positive
ENOC taking more off here,positive
DDD thinking about adding here.,positive
WAG nice short under 48.24  ,negative
WAG nioce short in .02 cents.,negative
Short WAG  40.23,negative
"ENOC 17.60ish my final tgt, 1715 stop",positive
"ENOC here comes the next push, getting close to my final destination 1760 or so",positive
"ZOT good entry here, next fib level is 10.39, and current support is 10.08.",positive
Watch 19.50 for EXP ahead of an expected earnings beat next week  ,positive
"CZO going to 24.30, volume is good.",positive
With some luck BT 22 is current target.,positive
"VVS working, peeling some off here",positive
DST <<<<< SHOT ME GATA - SHOT JPM,negative
"user: AAP if TC did his job and managed the stock  not his job to mng stock.. mng Co yes, stock  has very little to do with Co.",positive
"FOD nice pop, no pos",positive
"ES_F in danger of stalling, that's 5 d-days in the last 2 - 3 weeks for the indexes. Not exactly bullish behavior. NKD SCA AAP BID",negative
AAP 20 minutes till Europe closes we will see if buyers :) over there or sellers :(,positive
user: BEBE long setup on the radar  ,positive
VSN looking pretty,positive
user Do you think the ZOT support level means anything now after the recent news?,positive
SHOT CAT  89.90,negative
QCO close to 30.33,positive
QCO on launch pad in .03 cents.,positive
"SWI SolarWinds, this is Houston, you have cleared the tower, proceed to space  ",positive
AAP has anybody ever noticed that the decay matches the slow climb up on the day before expiry?,positive
"FOD continuing to act nicely, 2.90-3.00 potential target zone",positive
"CAT Bingo, it is Bingo everywhere today.",positive
SWHC Just bought back the shares I sold yesterday at 9.58,positive
KEX took some off,positive
I think NX can be shorted under 24.70. For a full dollar roll.  ,negative
WOW ME is on fire!  I love the 1 day #swing #trade.  We are out at 5.12 for a very nice 10% GAIN.   ,positive
Watch NX under 24.70,negative
user: AAP cnbc dump comin up :) First time for everything O,positive
WFC 5k march 36 7 k april 37 call buyer,positive
FCX if it can go over 32.83 it will go gangnam style.,positive
AEE for a short in .06.,negative
TEC www.short-term-stocktrading.com Mar6 decent trade in TEC today:  ,positive
user: Nice B/O for BMY today. Not a lot of volume though. First pullback to confirm.  ,positive
"GOOG keep in mind there are about 1,000 contracts offered at 20 in the Apr 850C. Could temporarily create resistance or a sell off",negative
MTG short 5.42,negative
"Very important day for JPM, it will interesting to see if it can break 50.11  ",positive
Equity Alpha: BAC brekaout over 11.90 resistance. Tgt  12.50. Best bank in 2013. user   ,positive
"Equity Alpha: TWTC looks like great short under 24.90. Weak fundies, overvalued, weak technicals.   ",negative
user BAC we are seeing...,positive
"VVS took a little more off 1094, 1080 stop now",positive
"CAT daily,got overbought 4 days ago and yellow owns EH not oversold either.   ",negative
"AEE crosses below 34, and I am shorting it.",negative
SHOT AEE  33.99.,negative
"ed Weekly Triangle on KWK,....pdating  ",positive
AAP interesting how SKYnet can keep a 400B stock in a 0.0025% price flux channel for an hour with 1M+ trades?,positive
user: What time are the stress test results being released tomorrow? BAC GS C JPM WFC > 4.30pm ET,positive
NVDA nice accumulation taking place here... ong and strong !  ,positive
BAC FEDEA ESEVE BEIGE BOOK IS OT --> Everything looks good !!!  ,positive
"Green Daily Triangle on MH,....pdating  ",negative
BAC Yep Over the 11.90 esistance... :)   NHD,positive
BAC Big Boys come In Buying arge Block !!!!,positive
Can the AAP iPad escue a Struggling American Education System?  ,positive
BAC +12 by close even Better!,positive
MBI breaking out  ,positive
"OKE Oct 50C bought 15,000x at .80 vs. OI of 22. Suspicious out of the money big trade, probably opening",positive
BAC C COF giddy up lotto call,positive
"BAC now XF is pushing too, Watchout 5% day is Possible!",positive
AEG Parabolic ....  ,positive
JPM back over 50 roll,positive
"SPS buying some here, small position.  Trades at 8x free cash flow and below 10X PE  Mgmt. has bought back over 3B in stock last 3 yrs",positive
"SZYM decent setup on multiple timeframes, volume not that great",positive
BAC Cleared 12....,positive
Interactive Intelligence back near all-time highs. ININ  ,positive
user: user: AAP can jump 50 in nano seconds after E if they beat Sure but that is Skynet trading with itself,positive
XCO ~310k purchase just moments ago,positive
STT a solid breakout of this tight basing channel   ,positive
CM continues to move up nicely  ,positive
"AAP Down.. DE up hahhaaha, TC should have bought Dell with Cash like MSFT did with AAP in the 90's",positive
Intermolecular is looking promising. Pivot above 10. IMI  ,positive
user: BAC once upon a time this stock was 17.xx>> History repeats itself -Mickey Mouse,positive
AAP looks like maybe a fade then pump to close? oversold on 2min/ 5min,positive
adding more weight to MTG sorry folks u had ur fun. Hammer down time. Holding over night Have plenty of cushion from 5.89 short,negative
"BAC volume in 12 calls today is Huge in all months, something big is coming imo...",positive
"user: With egal eserves ow, Bank of America Faces a Big awsuit  >> = Big BS ! BAC",positive
MTG holding small short pos from 5.72 for swing,negative
"GOOG to Face Off with FINA, Exchanges in Audit Trail Bidding  ",positive
AAP wow up almost 4 on Skynet's After hours inside trading,positive
MGM ooks like its getting ready to fill the gap,negative
Time Warner Announces Plan to Spin Off Time Inc.  TWX TWC,negative
SWHC and QE both killed earnings and still were punished...hopefully its a matter of patience since I am holding,positive
AAP this is the best graph shows mode.. we are now in despair heading towards mean (500 ish IMHO)  ,positive
"user:  I still say AAP  1k before GOOG don't show your ignorance, right now AAP has x 2.85 shares or 1211 equal basis",positive
Penney's and Macy's and Martha  . .  . Oh my! : JCP M MSO APP KO ,negative
GD SV as mentioned a few days ago GOD stocks oversold IMO GDX GDXJ GDX JAG .50 GP AY ABX FCX The royalties TX SW GD,positive
"SK 6.75 printed AH, this baby's gonna pop tomorrow. Share buy back, euro expansion, fast growing company here :)",positive
user: user: user:  I still say AAP  1k before GOOG ignorance is bliss my friend and an education is expensive ;),positive
SK - 28 mil share buy back - estimated EPS 1.01 vs. 1.00 last year.  ,positive
Time for some shorty pants? CSX #Trains #esistance  ,negative
JAG used to be 8 and trades on several exchanges that had a buyout a few years ago GD SV IMO we'll see M&A in GDX GDXJ space:on TC,positive
SK Closes  6.75 AH,positive
AT 3s a charm and this can be a trade and long term hold with reinvesting SDIV EX is another area that may see M&A DK SO ED N TE,positive
Market Wrap Video + Additions to Watch ist  including: AAP BSFT END FS JCI PQ TTWO WGO,positive
Investors into GD SV PA PTM stocks in GDX GDXJ GT GDX ING GGGG SWC PG PA and GOO AY H NEM AEM ABX pay SDIV,positive
IG HA SB IEP is Ichan Ent showing interest in the space SO OO OIH CO shows support 90 trading with NG SSN TAT WTI DOW,positive
GOOG Ice Cream Sandwich and Jelly Bean Are More Popular Than Gingerbread  ,positive
"SK Great day today. Breakout on huge volume. ots of shorts, congrats to members who joined in!  ",positive
GEVO 2.25 Target Short un Price Action.,positive
"I invested in MSFT, but I have more than a few words for Steve Ballmer",positive
BSFT ran into the gap today and pulled back - maybe a trade in to it again   ,positive
END  ran into space with large red candle on left and may try it again soon for a trade  ,positive
GDXJ bounced pretty good so gold stocks may move up some - like VGZ GOD NG and silver PAAS  ,positive
"Trade idea SE the breakdown in NEM  40 , target 31.50 , cut above 43.50  ",negative
TAB finally starting to break out. MACD crossover today/should support higher prices in short term  ,positive
AXTI An ndervalued Stock.P/E of 15x with a PEG of just 0.65x.No debt and about 46 million of cash  ,positive
VHC still looking interesting.Trading within an ascending triangle pattern w resistance at 36.25  ,positive
NFX The hourly shows a Head & Shoulder formation forming.  ,negative
user: uncapping 1/2 of NVDA 13/14 CS for 4c in case that 12.5k buy of 13's knows something Nvidia Acquisition umors esurface,positive
"The A/D line moves up, it means NVDA is being accumulated ( bought ).  ",positive
"user: AX working nicely, forms another consolidation above 56.75  ",positive
Post: How ong Can You Hold Your Breath?  SHD DE,positive
MTG between yesterdays session and today's PM almost the entire float has been traded lol,negative
BAC right back to 12 I'm eady!,positive
VBD blast off!!!,positive
GMC from watch list gapped over line with volume of 10% average full day   ,positive
"Slowdown in PETM services troubling, would look to other pet companies to play pet humanization trend:  PETS WOOF",negative
NKE looking good here for another run at those highs  ,positive
MCP possible grind to 6.70-75,positive
"ASTM like it over 1.32, needs better vol",positive
Today's Watchlist for SHOT Stocks: SA; SB; IG; PB; CA,negative
I bought some JCP. I love knife catching,positive
ZNGA like it over 3.56,positive
user: AAP Barclays price target for Apple  is now 530. says decline is b/c it might make only 30% profit (40/shr!),positive
MTG still holding short from 5.70's I think we will see low 4's by tomorrow,negative
"MTG if it can hold this 5.10 level, it is a good long imo.,",positive
"GS nice bullish start, no position here",positive
personally I would like to see AAP  42/share before 1000 IMHO (after a 1:10 split of course) then we would see 100 very quickly IMHO,positive
"user: AAP is really dead... you should go chase the fast money over at AMZN, NFX or FB has a big announcement today",positive
